"area","date","dwellings","ann.change"
"Gisborne",2017-08-31,18380,0.00503062117235342
"Hawke's Bay",2017-08-31,65813,0.00728530541653272
"Manawatu-Whanganui",2017-08-31,101464,0.00706685723360323
"Marlborough",2017-08-31,22839,0.00990493035595841
"Nelson",2017-08-31,21054,0.00959048623765235
"Northland",2017-08-31,78410,0.0191985233904826
"Otago",2017-08-31,99827,0.0189339811374678
"Southland",2017-08-31,43651,0.00603839682868923
"Taranaki",2017-08-31,49139,0.0109657243961652
"Tasman",2017-08-31,22768,0.0171096716551262
"Waikato",2017-08-31,193347,0.0195475638051044
"Wellington",2017-08-31,199676,0.00982638204042829
"West Coast",2017-08-31,16783,0.00376794258373203
"Auckland",2017-09-30,533904,0.0164778990535916
"Bay of Plenty",2017-09-30,124520,0.0218115573353466
"Canterbury",2017-09-30,250480,0.0137237999263424
"Gisborne",2017-09-30,18389,0.00497322111706189
"Hawke's Bay",2017-09-30,65857,0.00741907850455847
"Manawatu-Whanganui",2017-09-30,101539,0.00737132425889908
"Marlborough",2017-09-30,22867,0.0102049832125817
"Nelson",2017-09-30,21071,0.00938922155688626
"Northland",2017-09-30,78536,0.0192068106312293
"Otago",2017-09-30,100006,0.0194083708792889
"Southland",2017-09-30,43678,0.00564087214790598
"Taranaki",2017-09-30,49188,0.0110793644268126
"Tasman",2017-09-30,22804,0.0175360314131454
"Waikato",2017-09-30,193672,0.0194765544396016
"Wellington",2017-09-30,199974,0.010638351636689
"West Coast",2017-09-30,16788,0.00388686240507097
"Auckland",2017-10-31,534582,0.0164276669290531
"Bay of Plenty",2017-10-31,124767,0.0219934142625449
"Canterbury",2017-10-31,250636,0.0133053023105378
"Gisborne",2017-10-31,18395,0.00469714348134787
"Hawke's Bay",2017-10-31,65904,0.00753695861552339
"Manawatu-Whanganui",2017-10-31,101607,0.00746623832470705
"Marlborough",2017-10-31,22891,0.0105955586949804
"Nelson",2017-10-31,21100,0.0101977306458563
"Northland",2017-10-31,78679,0.0195806551938627
"Otago",2017-10-31,100181,0.0196228104994249
"Southland",2017-10-31,43703,0.00575334269210415
"Taranaki",2017-10-31,49245,0.0107343705102418
"Tasman",2017-10-31,22835,0.0177385568480635
"Waikato",2017-10-31,193987,0.0196640139608717
"Wellington",2017-10-31,200282,0.0114997096032929
"West Coast",2017-10-31,16798,0.00418460066953608
"Auckland",2017-11-30,535640,0.0167998633231459
"Bay of Plenty",2017-11-30,125022,0.0220645340614603
"Canterbury",2017-11-30,250856,0.0128352652850285
"Gisborne",2017-11-30,18406,0.00469432314410478
"Hawke's Bay",2017-11-30,65954,0.00773132868842441
"Manawatu-Whanganui",2017-11-30,101699,0.00789875324572353
"Marlborough",2017-11-30,22911,0.01071995764955
"Nelson",2017-11-30,21131,0.0109075252356121
"Northland",2017-11-30,78842,0.0201198131639215
"Otago",2017-11-30,100356,0.0197433265930314
"Southland",2017-11-30,43755,0.00634789208583464
"Taranaki",2017-11-30,49315,0.0112993191698794
"Tasman",2017-11-30,22869,0.0178023053985492
"Waikato",2017-11-30,194340,0.0199272605133749
"Wellington",2017-11-30,200424,0.0105275895450145
"West Coast",2017-11-30,16799,0.00418435052902155
"Auckland",2017-12-31,536267,0.0163906151977089
"Bay of Plenty",2017-12-31,125215,0.0220381177814961
"Canterbury",2017-12-31,251034,0.0122338709677419
"Gisborne",2017-12-31,18413,0.00491185941166838
"Hawke's Bay",2017-12-31,65985,0.00765072384093823
"Manawatu-Whanganui",2017-12-31,101764,0.00787370381008023
"Marlborough",2017-12-31,22931,0.0109332980646299
"Nelson",2017-12-31,21154,0.0114272053550084
"Northland",2017-12-31,78963,0.0202465243681844
"Otago",2017-12-31,100531,0.0200911203336345
"Southland",2017-12-31,43777,0.0063909515161269
"Taranaki",2017-12-31,49365,0.0115985983319331
"Tasman",2017-12-31,22911,0.0183571873055384
"Waikato",2017-12-31,194606,0.0194720492013682
"Wellington",2017-12-31,200549,0.0105616947085707
"West Coast",2017-12-31,16810,0.00436159407301195
"Auckland",2018-01-31,536676,0.0163836939538848
"Bay of Plenty",2018-01-31,125397,0.0217805808154885
"Canterbury",2018-01-31,251153,0.0124197813538005
"Gisborne",2018-01-31,18420,0.00496480986414971
"Hawke's Bay",2018-01-31,66022,0.00756951439123399
"Manawatu-Whanganui",2018-01-31,101832,0.00811784738446919
"Marlborough",2018-01-31,22954,0.0115013440267924
"Nelson",2018-01-31,21166,0.0110341533317411
"Northland",2018-01-31,79063,0.0202335634557069
"Otago",2018-01-31,100677,0.0203508700807751
"Southland",2018-01-31,43793,0.00645798860084579
"Taranaki",2018-01-31,49407,0.0119615754869631
"Tasman",2018-01-31,22937,0.0181099915664256
"Waikato",2018-01-31,194824,0.0191458642840703
"Wellington",2018-01-31,200667,0.0106114020950847
"West Coast",2018-01-31,16813,0.00436081242532849
"Auckland",2018-02-28,537361,0.0163816909400416
"Bay of Plenty",2018-02-28,125638,0.0219539771756725
"Canterbury",2018-02-28,251283,0.0117773536588313
"Gisborne",2018-02-28,18430,0.0051265270506109
"Hawke's Bay",2018-02-28,66076,0.00787065283709576
"Manawatu-Whanganui",2018-02-28,101923,0.00851952266925249
"Marlborough",2018-02-28,22976,0.0117574529922058
"Nelson",2018-02-28,21188,0.0113603818615753
"Northland",2018-02-28,79224,0.0208620578570968
"Otago",2018-02-28,100871,0.0204038278673599
"Southland",2018-02-28,43816,0.0066164308031611
"Taranaki",2018-02-28,49450,0.0116819083860145
"Tasman",2018-02-28,22962,0.0172780435938331
"Waikato",2018-02-28,195132,0.0192215281114849
"Wellington",2018-02-28,200810,0.0107054956891128
"West Coast",2018-02-28,16825,0.00471754448823591
"Auckland",2018-03-31,538182,0.0166346793205585
"Bay of Plenty",2018-03-31,125883,0.0223086668399168
"Canterbury",2018-03-31,251529,0.0116232771206448
"Gisborne",2018-03-31,18438,0.00495993895459756
"Hawke's Bay",2018-03-31,66120,0.00792682926829258
"Manawatu-Whanganui",2018-03-31,101997,0.00872274143302176
"Marlborough",2018-03-31,23000,0.0118340592142889
"Nelson",2018-03-31,21210,0.011686143572621
"Northland",2018-03-31,79389,0.0213562505628531
"Otago",2018-03-31,101094,0.0212030910652052
"Southland",2018-03-31,43839,0.00668228162028117
"Taranaki",2018-03-31,49503,0.0119587881761314
"Tasman",2018-03-31,23001,0.017788397716713
"Waikato",2018-03-31,195465,0.0194167162124104
"Wellington",2018-03-31,200979,0.0109556792973879
"West Coast",2018-03-31,16842,0.00525247702041298
"Auckland",2018-04-30,538878,0.0168142544724483
"Bay of Plenty",2018-04-30,126055,0.0221200548136256
"Canterbury",2018-04-30,251828,0.0111868680784768
"Gisborne",2018-04-30,18447,0.0051765475152572
"Hawke's Bay",2018-04-30,66154,0.00773847606861033
"Manawatu-Whanganui",2018-04-30,102064,0.00875684437328283
"Marlborough",2018-04-30,23017,0.0118696971029146
"Nelson",2018-04-30,21232,0.0121079225855658
"Northland",2018-04-30,79475,0.0207292482757735
"Otago",2018-04-30,101237,0.0213888636661723
"Southland",2018-04-30,43854,0.00651824649988519
"Taranaki",2018-04-30,49534,0.0118685269544256
"Tasman",2018-04-30,23028,0.0172726067941864
"Waikato",2018-04-30,195720,0.0192794425522607
"Wellington",2018-04-30,201103,0.0108624624262348
"West Coast",2018-04-30,16853,0.00566893424036286
"Auckland",2018-05-31,539726,0.0172224023159213
"Bay of Plenty",2018-05-31,126268,0.021726289214536
"Canterbury",2018-05-31,252257,0.0114149392566456
"Gisborne",2018-05-31,18450,0.00462836918050646
"Hawke's Bay",2018-05-31,66225,0.00828245611364009
"Manawatu-Whanganui",2018-05-31,102138,0.00880026074846652
"Marlborough",2018-05-31,23050,0.0126526667252438
"Nelson",2018-05-31,21259,0.0124779730437681
"Northland",2018-05-31,79586,0.0202810112301932
"Otago",2018-05-31,101394,0.0214373501501017
"Southland",2018-05-31,43873,0.0064923147510898
"Taranaki",2018-05-31,49582,0.012104758211027
"Tasman",2018-05-31,23065,0.0178279864083668
"Waikato",2018-05-31,196084,0.01942312891218
"Wellington",2018-05-31,201322,0.0112110100959366
"West Coast",2018-05-31,16861,0.00572621532955564
"Auckland",2018-06-30,540594,0.0173186975315729
"Bay of Plenty",2018-06-30,126488,0.0213576867485445
"Canterbury",2018-06-30,252564,0.0117088138566983
"Gisborne",2018-06-30,18454,0.00457267283614593
"Hawke's Bay",2018-06-30,66276,0.00835273175407369
"Manawatu-Whanganui",2018-06-30,102215,0.00891306064434616
"Marlborough",2018-06-30,23068,0.0123760203633809
"Nelson",2018-06-30,21271,0.0121336124857252
"Northland",2018-06-30,79680,0.0199301102108214
"Otago",2018-06-30,101570,0.0214096801118251
"Southland",2018-06-30,43890,0.00618982118294364
"Taranaki",2018-06-30,49626,0.0122590515043346
"Tasman",2018-06-30,23097,0.0174441654552664
"Waikato",2018-06-30,196339,0.0189054261634907
"Wellington",2018-06-30,201582,0.0110949490896324
"West Coast",2018-06-30,16871,0.00602265951103154
"Auckland",2018-07-31,541336,0.0168741417818628
"Bay of Plenty",2018-07-31,126740,0.0214460142328678
"Canterbury",2018-07-31,253051,0.012451038053285
"Gisborne",2018-07-31,18462,0.00468001741401824
"Hawke's Bay",2018-07-31,66320,0.00830115243105167
"Manawatu-Whanganui",2018-07-31,102278,0.0088577628723614
"Marlborough",2018-07-31,23089,0.0117879053461876
"Nelson",2018-07-31,21298,0.0128400228267072
"Northland",2018-07-31,79769,0.0194381965034249
"Otago",2018-07-31,101841,0.0222741964626287
"Southland",2018-07-31,43912,0.00634811504526178
"Taranaki",2018-07-31,49669,0.0119595778493133
"Tasman",2018-07-31,23124,0.0172444131620624
"Waikato",2018-07-31,196666,0.0188892342762408
"Wellington",2018-07-31,201781,0.0114031658195743
"West Coast",2018-07-31,16876,0.0060808393943006
"Auckland",2018-08-31,542470,0.0173798722062704
"Bay of Plenty",2018-08-31,126947,0.0212048813057573
"Canterbury",2018-08-31,253499,0.0129425397586509
"Gisborne",2018-08-31,18469,0.00484221980413491
"Hawke's Bay",2018-08-31,66390,0.00876726482609813
"Manawatu-Whanganui",2018-08-31,102374,0.00896869825751012
"Marlborough",2018-08-31,23115,0.012084592145015
"Nelson",2018-08-31,21317,0.0124916880402774
"Northland",2018-08-31,79891,0.0188878969519195
"Otago",2018-08-31,102035,0.022118264597754
"Southland",2018-08-31,43926,0.00629997021832263
"Taranaki",2018-08-31,49717,0.0117625511304666
"Tasman",2018-08-31,23161,0.0172610681658467
"Waikato",2018-08-31,197010,0.0189452124935996
"Wellington",2018-08-31,202016,0.0117189847553036
"West Coast",2018-08-31,16894,0.00661383542870753
"Auckland",2018-09-30,543302,0.0176024154155054
"Bay of Plenty",2018-09-30,127169,0.0212736909733375
"Canterbury",2018-09-30,253921,0.0137376237623763
"Gisborne",2018-09-30,18475,0.00467670890206096
"Hawke's Bay",2018-09-30,66442,0.00888288260928993
"Manawatu-Whanganui",2018-09-30,102473,0.0091984360688997
"Marlborough",2018-09-30,23145,0.0121572571828399
"Nelson",2018-09-30,21331,0.012339234018319
"Northland",2018-09-30,80010,0.0187684628705307
"Otago",2018-09-30,102216,0.0220986740795552
"Southland",2018-09-30,43950,0.00622739136407335
"Taranaki",2018-09-30,49754,0.011506871594698
"Tasman",2018-09-30,23203,0.0174969303630943
"Waikato",2018-09-30,197294,0.0187017224998967
"Wellington",2018-09-30,202289,0.0115765049456429
"West Coast",2018-09-30,16897,0.00649273290445551
"Auckland",2018-10-31,544207,0.0180047214459147
"Bay of Plenty",2018-10-31,127341,0.020630455168434
"Canterbury",2018-10-31,254299,0.014614819898179
"Gisborne",2018-10-31,18489,0.00511008426202775
"Hawke's Bay",2018-10-31,66482,0.00877033260500126
"Manawatu-Whanganui",2018-10-31,102538,0.00916275453462845
"Marlborough",2018-10-31,23189,0.0130182167664148
"Nelson",2018-10-31,21350,0.0118483412322274
"Northland",2018-10-31,80093,0.017971758664955
"Otago",2018-10-31,102395,0.0220999990018067
"Southland",2018-10-31,43967,0.00604077523282154
"Taranaki",2018-10-31,49790,0.0110671134125291
"Tasman",2018-10-31,23226,0.0171228377490693
"Waikato",2018-10-31,197586,0.0185527896199229
"Wellington",2018-10-31,202446,0.0108047652809538
"West Coast",2018-10-31,16902,0.00619121323967131
"Auckland",2018-11-30,545596,0.0185871107460234
"Bay of Plenty",2018-11-30,127592,0.0205563820767545
"Canterbury",2018-11-30,254678,0.0152358325094875
"Gisborne",2018-11-30,18505,0.00537868086493543
"Hawke's Bay",2018-11-30,66530,0.00873335961427668
"Manawatu-Whanganui",2018-11-30,102616,0.00901680449168629
"Marlborough",2018-11-30,23217,0.0133560298546549
"Nelson",2018-11-30,21370,0.0113103970469925
"Northland",2018-11-30,80206,0.0173004236320742
"Otago",2018-11-30,102586,0.0222208936187174
"Southland",2018-11-30,43990,0.00537081476402701
"Taranaki",2018-11-30,49839,0.010625570313292
"Tasman",2018-11-30,23245,0.0164414709869256
"Waikato",2018-11-30,197873,0.0181794792631471
"Wellington",2018-11-30,202662,0.0111663273859417
"West Coast",2018-11-30,16911,0.00666706351568536
"Auckland",2018-12-31,546436,0.0189625690187911
"Bay of Plenty",2018-12-31,127713,0.0199496865391526
"Canterbury",2018-12-31,254946,0.015583546451875
"Gisborne",2018-12-31,18510,0.00526801716178782
"Hawke's Bay",2018-12-31,66563,0.00875956656815946
"Manawatu-Whanganui",2018-12-31,102682,0.00902087182107625
"Marlborough",2018-12-31,23244,0.0136496445859318
"Nelson",2018-12-31,21383,0.0108253758154486
"Northland",2018-12-31,80289,0.01679267505034
"Otago",2018-12-31,102749,0.0220628462862202
"Southland",2018-12-31,44022,0.00559654613153016
"Taranaki",2018-12-31,49875,0.0103312063202674
"Tasman",2018-12-31,23278,0.0160185063943084
"Waikato",2018-12-31,198071,0.0178052064170684
"Wellington",2018-12-31,202810,0.011274052725269
"West Coast",2018-12-31,16917,0.00636525877453886
"Auckland",2019-01-31,547124,0.0194679844077246
"Bay of Plenty",2019-01-31,127832,0.0194183273922024
"Canterbury",2019-01-31,255208,0.0161455367843506
"Gisborne",2019-01-31,18515,0.00515743756786091
"Hawke's Bay",2019-01-31,66604,0.00881524340371387
"Manawatu-Whanganui",2019-01-31,102745,0.00896574750569568
"Marlborough",2019-01-31,23269,0.0137230983706544
"Nelson",2019-01-31,21396,0.0108664839837476
"Northland",2019-01-31,80369,0.0165184726104499
"Otago",2019-01-31,102887,0.0219513890958214
"Southland",2019-01-31,44041,0.00566300550316257
"Taranaki",2019-01-31,49909,0.0101605035723682
"Tasman",2019-01-31,23291,0.0154335789336006
"Waikato",2019-01-31,198258,0.0176261651541905
"Wellington",2019-01-31,202945,0.0113521406110622
"West Coast",2019-01-31,16920,0.00636412300005951
"Auckland",2019-02-28,547871,0.0195585463031369
"Bay of Plenty",2019-02-28,127993,0.0187443289450644
"Canterbury",2019-02-28,255545,0.0169609563718993
"Gisborne",2019-02-28,18523,0.00504612045577857
"Hawke's Bay",2019-02-28,66663,0.0088837096676555
"Manawatu-Whanganui",2019-02-28,102834,0.00893811995329807
"Marlborough",2019-02-28,23287,0.0135358635097493
"Nelson",2019-02-28,21432,0.0115159524259014
"Northland",2019-02-28,80483,0.0158916489952539
"Otago",2019-02-28,103031,0.0214134885150341
"Southland",2019-02-28,44059,0.00554591929888626
"Taranaki",2019-02-28,49948,0.0100707785642062
"Tasman",2019-02-28,23331,0.0160700287431408
"Waikato",2019-02-28,198513,0.0173267326732673
"Wellington",2019-02-28,203176,0.0117822817588766
"West Coast",2019-02-28,16928,0.00612184249628522
"Auckland",2019-03-31,548907,0.0199282027269585
"Bay of Plenty",2019-03-31,128182,0.018262990236966
"Canterbury",2019-03-31,255936,0.0175208425271043
"Gisborne",2019-03-31,18529,0.00493545937737272
"Hawke's Bay",2019-03-31,66718,0.00904416212946169
"Manawatu-Whanganui",2019-03-31,102966,0.00950027941998299
"Marlborough",2019-03-31,23308,0.013391304347826
"Nelson",2019-03-31,21444,0.0110325318246109
"Northland",2019-03-31,80590,0.0151280404086209
"Otago",2019-03-31,103150,0.0203375076661325
"Southland",2019-03-31,44087,0.00565706334542293
"Taranaki",2019-03-31,49981,0.00965598044562954
"Tasman",2019-03-31,23390,0.0169123081605147
"Waikato",2019-03-31,198830,0.0172153582482797
"Wellington",2019-03-31,203452,0.0123047681598576
"West Coast",2019-03-31,16938,0.00570003562522259
"Auckland",2019-04-30,550022,0.0206800054928944
"Bay of Plenty",2019-04-30,128363,0.0183094680893261
"Canterbury",2019-04-30,256266,0.0176231396032211
"Gisborne",2019-04-30,18532,0.00460779530546973
"Hawke's Bay",2019-04-30,66768,0.00928137376424698
"Manawatu-Whanganui",2019-04-30,103055,0.00970959398024762
"Marlborough",2019-04-30,23337,0.0139027675196595
"Nelson",2019-04-30,21452,0.0103617181612661
"Northland",2019-04-30,80687,0.0152500786410821
"Otago",2019-04-30,103308,0.0204569475586989
"Southland",2019-04-30,44099,0.00558671956948054
"Taranaki",2019-04-30,50024,0.00989219525982143
"Tasman",2019-04-30,23427,0.0173267326732673
"Waikato",2019-04-30,199076,0.0171469446147559
"Wellington",2019-04-30,203651,0.0126701242646803
"West Coast",2019-04-30,16946,0.0055183053462291
"Auckland",2019-05-31,551488,0.0217925391772862
"Bay of Plenty",2019-05-31,128552,0.0180885101530079
"Canterbury",2019-05-31,256669,0.0174900993827722
"Gisborne",2019-05-31,18541,0.00493224932249325
"Hawke's Bay",2019-05-31,66817,0.00893922234805578
"Manawatu-Whanganui",2019-05-31,103178,0.0101823023752179
"Marlborough",2019-05-31,23361,0.0134924078091105
"Nelson",2019-05-31,21468,0.0098311303447951
"Northland",2019-05-31,80799,0.0152413741110244
"Otago",2019-05-31,103482,0.0205929344931652
"Southland",2019-05-31,44122,0.00567547238620558
"Taranaki",2019-05-31,50069,0.00982211286353918
"Tasman",2019-05-31,23459,0.017082159115543
"Waikato",2019-05-31,199403,0.0169264192896921
"Wellington",2019-05-31,203895,0.0127805207577909
"West Coast",2019-05-31,16962,0.00599015479508935
"Auckland",2019-06-30,552448,0.0219277313473698
"Bay of Plenty",2019-06-30,128704,0.0175194484852319
"Canterbury",2019-06-30,257021,0.0176470122424415
"Gisborne",2019-06-30,18549,0.0051479354069579
"Hawke's Bay",2019-06-30,66860,0.00881163618806213
"Manawatu-Whanganui",2019-06-30,103247,0.0100963655040844
"Marlborough",2019-06-30,23383,0.0136552800416161
"Nelson",2019-06-30,21516,0.0115180292416905
"Northland",2019-06-30,80881,0.0150727911646586
"Otago",2019-06-30,103627,0.0202520429260609
"Southland",2019-06-30,44146,0.00583276372750063
"Taranaki",2019-06-30,50103,0.00961189698948139
"Tasman",2019-06-30,23488,0.0169286054465947
"Waikato",2019-06-30,199708,0.0171590972756304
"Wellington",2019-06-30,204271,0.0133394846762112
"West Coast",2019-06-30,16976,0.00622369746902973
"Auckland",2019-07-31,553645,0.0227381884818301
"Bay of Plenty",2019-07-31,128828,0.0164746725579927
"Canterbury",2019-07-31,257298,0.0167831780945342
"Gisborne",2019-07-31,18554,0.00498320875311453
"Hawke's Bay",2019-07-31,66913,0.00894149577804582
"Manawatu-Whanganui",2019-07-31,103342,0.0104030192221201
"Marlborough",2019-07-31,23396,0.0132963748971371
"Nelson",2019-07-31,21527,0.0107521833035966
"Northland",2019-07-31,80962,0.0149556845391066
"Otago",2019-07-31,103868,0.0199035751809193
"Southland",2019-07-31,44178,0.00605756968482418
"Taranaki",2019-07-31,50134,0.00936197628299351
"Tasman",2019-07-31,23514,0.0168655941878568
"Waikato",2019-07-31,199989,0.0168966674463302
"Wellington",2019-07-31,204426,0.0131082708480976
"West Coast",2019-07-31,16984,0.00639962076321399
"Auckland",2019-08-31,554889,0.0228934318948513
"Bay of Plenty",2019-08-31,129032,0.0164241770187559
"Canterbury",2019-08-31,257652,0.0163827076240932
"Gisborne",2019-08-31,18562,0.00503546483296335
"Hawke's Bay",2019-08-31,66969,0.00872119295074558
"Manawatu-Whanganui",2019-08-31,103455,0.0105593217027762
"Marlborough",2019-08-31,23418,0.0131083711875406
"Nelson",2019-08-31,21543,0.0106018670544636
"Northland",2019-08-31,81053,0.0145448173135898
"Otago",2019-08-31,104030,0.0195521144705249
"Southland",2019-08-31,44194,0.0061011701497975
"Taranaki",2019-08-31,50174,0.00919202687209597
"Tasman",2019-08-31,23535,0.0161478347221622
"Waikato",2019-08-31,200375,0.0170803512512054
"Wellington",2019-08-31,204621,0.012895018216379
"West Coast",2019-08-31,16993,0.0058600686634307
"Auckland",2019-09-30,555708,0.0228344456674188
"Bay of Plenty",2019-09-30,129211,0.016057372472851
"Canterbury",2019-09-30,258079,0.0163751718054042
"Gisborne",2019-09-30,18572,0.00525033829499333
"Hawke's Bay",2019-09-30,67014,0.00860901237169265
"Manawatu-Whanganui",2019-09-30,103509,0.0101099801899036
"Marlborough",2019-09-30,23437,0.0126161157917477
"Nelson",2019-09-30,21599,0.0125638741737377
"Northland",2019-09-30,81129,0.0139857517810273
"Otago",2019-09-30,104175,0.0191652970180793
"Southland",2019-09-30,44217,0.00607508532423218
"Taranaki",2019-09-30,50210,0.00916509225388906
"Tasman",2019-09-30,23561,0.01542903934836
"Waikato",2019-09-30,200697,0.0172483704522186
"Wellington",2019-09-30,204807,0.0124475379284092
"West Coast",2019-09-30,17003,0.00627330295318695
"Auckland",2019-10-31,556740,0.0230298397484781
"Bay of Plenty",2019-10-31,129376,0.0159807132031318
"Canterbury",2019-10-31,258468,0.0163940872752153
"Gisborne",2019-10-31,18577,0.00475958678132948
"Hawke's Bay",2019-10-31,67077,0.00894979092085069
"Manawatu-Whanganui",2019-10-31,103620,0.0105521855312176
"Marlborough",2019-10-31,23455,0.011470956056751
"Nelson",2019-10-31,21643,0.0137236533957845
"Northland",2019-10-31,81228,0.0141710261820633
"Otago",2019-10-31,104363,0.0192196884613507
"Southland",2019-10-31,44246,0.00634566834216566
"Taranaki",2019-10-31,50240,0.00903795942960439
"Tasman",2019-10-31,23602,0.0161887539826058
"Waikato",2019-10-31,201051,0.0175366675776625
"Wellington",2019-10-31,205017,0.0126996828783972
"West Coast",2019-10-31,17017,0.00680392852916811
"Auckland",2019-11-30,557863,0.0224836692351118
"Bay of Plenty",2019-11-30,129524,0.015142015173365
"Canterbury",2019-11-30,258871,0.0164639269980131
"Gisborne",2019-11-30,18584,0.00426911645501216
"Hawke's Bay",2019-11-30,67136,0.00910867277919736
"Manawatu-Whanganui",2019-11-30,103727,0.0108267716535433
"Marlborough",2019-11-30,23472,0.0109833311797389
"Nelson",2019-11-30,21671,0.01408516612073
"Northland",2019-11-30,81356,0.014338079445428
"Otago",2019-11-30,104542,0.0190669292106136
"Southland",2019-11-30,44279,0.00656967492611948
"Taranaki",2019-11-30,50282,0.00888862136078172
"Tasman",2019-11-30,23619,0.0160894816089481
"Waikato",2019-11-30,201446,0.0180570365840715
"Wellington",2019-11-30,205299,0.0130118127720047
"West Coast",2019-11-30,17025,0.00674117438353727
"Auckland",2019-12-31,558762,0.0225570789625866
"Bay of Plenty",2019-12-31,129650,0.0151668193527674
"Canterbury",2019-12-31,259229,0.0167996360013494
"Gisborne",2019-12-31,18589,0.00426796326310108
"Hawke's Bay",2019-12-31,67162,0.00899899343479116
"Manawatu-Whanganui",2019-12-31,103838,0.0112580588613389
"Marlborough",2019-12-31,23489,0.0105403545000859
"Nelson",2019-12-31,21676,0.0137024739278866
"Northland",2019-12-31,81436,0.0142858922143756
"Otago",2019-12-31,104675,0.0187447079776932
"Southland",2019-12-31,44294,0.00617872881740955
"Taranaki",2019-12-31,50325,0.00902255639097738
"Tasman",2019-12-31,23657,0.016281467480024
"Waikato",2019-12-31,201692,0.0182813233638444
"Wellington",2019-12-31,205451,0.013022040333317
"West Coast",2019-12-31,17037,0.00709345628657565
"Auckland",2020-01-31,559843,0.0232470153018329
"Bay of Plenty",2020-01-31,129874,0.0159740909944301
"Canterbury",2020-01-31,259511,0.0168607567160903
"Gisborne",2020-01-31,18595,0.00432082095598174
"Hawke's Bay",2020-01-31,67189,0.00878325626088516
"Manawatu-Whanganui",2020-01-31,103922,0.0114555452820089
"Marlborough",2020-01-31,23511,0.0104001031415188
"Nelson",2020-01-31,21681,0.0133202467750981
"Northland",2020-01-31,81521,0.014333884955642
"Otago",2020-01-31,104792,0.0185154587071252
"Southland",2020-01-31,44309,0.00608523875479672
"Taranaki",2020-01-31,50354,0.00891622753411214
"Tasman",2020-01-31,23689,0.0170881456356533
"Waikato",2020-01-31,201917,0.0184557495788316
"Wellington",2020-01-31,205597,0.0130675798861761
"West Coast",2020-01-31,17042,0.00721040189125288
"Auckland",2020-02-29,561140,0.0242192048858216
"Bay of Plenty",2020-02-29,130018,0.0158211777206565
"Canterbury",2020-02-29,259914,0.0170967931284118
"Gisborne",2020-02-29,18603,0.00431895481293521
"Hawke's Bay",2020-02-29,67225,0.00843046367550215
"Manawatu-Whanganui",2020-02-29,104034,0.0116692922574246
"Marlborough",2020-02-29,23527,0.0103061794134067
"Nelson",2020-02-29,21688,0.0119447555057857
"Northland",2020-02-29,81613,0.0140402320987041
"Otago",2020-02-29,104952,0.0186448738729121
"Southland",2020-02-29,44324,0.00601466215756141
"Taranaki",2020-02-29,50392,0.00888924481460718
"Tasman",2020-02-29,23722,0.0167588187390169
"Waikato",2020-02-29,202251,0.0188300010578653
"Wellington",2020-02-29,205847,0.0131462377446154
"West Coast",2020-02-29,17050,0.00720699432892258
"Auckland",2020-03-31,562203,0.0242226825309206
"Bay of Plenty",2020-03-31,130167,0.0154857936371722
"Canterbury",2020-03-31,260350,0.0172464991247812
"Gisborne",2020-03-31,18612,0.00447946462302329
"Hawke's Bay",2020-03-31,67282,0.0084534908120748
"Manawatu-Whanganui",2020-03-31,104121,0.0112172950294271
"Marlborough",2020-03-31,23554,0.0105543161146386
"Nelson",2020-03-31,21793,0.0162749487036
"Northland",2020-03-31,81701,0.0137858295073829
"Otago",2020-03-31,105278,0.020630150266602
"Southland",2020-03-31,44341,0.00576133554108926
"Taranaki",2020-03-31,50422,0.00882335287409219
"Tasman",2020-03-31,23758,0.0157332193244977
"Waikato",2020-03-31,202618,0.0190514509882815
"Wellington",2020-03-31,206071,0.0128728152094844
"West Coast",2020-03-31,17061,0.00726177825008856
"Auckland",2020-04-30,563203,0.023964495965616
"Bay of Plenty",2020-04-30,130335,0.0153626823929014
"Canterbury",2020-04-30,260720,0.0173803782007758
"Gisborne",2020-04-30,18623,0.00491042521044682
"Hawke's Bay",2020-04-30,67332,0.0084471603163192
"Manawatu-Whanganui",2020-04-30,104201,0.0111202755810005
"Marlborough",2020-04-30,23576,0.0102412478039164
"Nelson",2020-04-30,21806,0.016501957859407
"Northland",2020-04-30,81783,0.0135833529564862
"Otago",2020-04-30,105410,0.0203469237619545
"Southland",2020-04-30,44370,0.00614526406494487
"Taranaki",2020-04-30,50471,0.00893571085878775
"Tasman",2020-04-30,23784,0.0152388269944936
"Waikato",2020-04-30,202843,0.0189224215877353
"Wellington",2020-04-30,206290,0.0129584436118655
"West Coast",2020-04-30,17070,0.00731736102915148
"Auckland",2020-05-31,564791,0.0241220117210166
"Bay of Plenty",2020-05-31,130533,0.0154101064160808
"Canterbury",2020-05-31,261118,0.0173336086555058
"Gisborne",2020-05-31,18630,0.00480017259047516
"Hawke's Bay",2020-05-31,67411,0.00888995315563412
"Manawatu-Whanganui",2020-05-31,104319,0.0110585589951346
"Marlborough",2020-05-31,23601,0.0102735328110954
"Nelson",2020-05-31,21831,0.01690888764673
"Northland",2020-05-31,81915,0.0138120521293581
"Otago",2020-05-31,105584,0.0203127113894204
"Southland",2020-05-31,44393,0.00614206065001577
"Taranaki",2020-05-31,50517,0.00894765223990901
"Tasman",2020-05-31,23814,0.0151327848586895
"Waikato",2020-05-31,203278,0.0194330075274696
