"date","index","area","level","measure","freq","area_number"
2016-03-31,1.34964359136391,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2016-03-31,1.23776062431164,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2016-03-31,1.42688757762977,"Waimate District","Territorial Local Authority","flow","Monthly",66
2016-03-31,1.31804130308585,"Westland District","Territorial Local Authority","flow","Monthly",57
2016-04-30,1.37122589857165,"Carterton District","Territorial Local Authority","flow","Monthly",49
2016-04-30,1.50203625621639,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2016-04-30,1.23711315446416,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2016-04-30,1.4455772284892,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2016-04-30,1.28095429526849,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2016-04-30,1.34702070111724,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2016-04-30,1.22858407191454,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2016-04-30,1.43996547730885,"Waimate District","Territorial Local Authority","flow","Monthly",66
2016-04-30,1.33458752020242,"Westland District","Territorial Local Authority","flow","Monthly",57
2016-05-31,1.40218324222848,"Carterton District","Territorial Local Authority","flow","Monthly",49
2016-05-31,1.50552650577139,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2016-05-31,1.21631428417763,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2016-05-31,1.4213048532558,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2016-05-31,1.26922797477461,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2016-05-31,1.34439781087057,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2016-05-31,1.21940751951744,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2016-05-31,1.45304337698792,"Waimate District","Territorial Local Authority","flow","Monthly",66
2016-05-31,1.35113373731899,"Westland District","Territorial Local Authority","flow","Monthly",57
2016-06-30,1.43314058588531,"Carterton District","Territorial Local Authority","flow","Monthly",49
2016-06-30,1.50901675532639,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2016-06-30,1.19551541389109,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2016-06-30,1.3970324780224,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2016-06-30,1.25750165428074,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2016-06-30,1.3417749206239,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2016-06-30,1.21023096712034,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2016-06-30,1.46612127666699,"Waimate District","Territorial Local Authority","flow","Monthly",66
2016-06-30,1.36767995443556,"Westland District","Territorial Local Authority","flow","Monthly",57
2016-07-31,1.42970335153797,"Carterton District","Territorial Local Authority","flow","Monthly",49
2016-07-31,1.49663247242568,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2016-07-31,1.19886785600853,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2016-07-31,1.38314868948275,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2016-07-31,1.30167864378598,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2016-07-31,1.33580280115559,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2016-07-31,1.24977654674423,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2016-07-31,1.46997507520812,"Waimate District","Territorial Local Authority","flow","Monthly",66
2016-07-31,1.33454055179719,"Westland District","Territorial Local Authority","flow","Monthly",57
2016-08-31,1.42626611719063,"Carterton District","Territorial Local Authority","flow","Monthly",49
2016-08-31,1.48424818952498,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2016-08-31,1.20222029812596,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2016-08-31,1.3692649009431,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2016-08-31,1.34585563329123,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2016-08-31,1.32983068168728,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2016-08-31,1.28932212636813,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2016-08-31,1.47382887374925,"Waimate District","Territorial Local Authority","flow","Monthly",66
2016-08-31,1.30140114915883,"Westland District","Territorial Local Authority","flow","Monthly",57
2016-09-30,1.42282888284329,"Carterton District","Territorial Local Authority","flow","Monthly",49
2016-09-30,1.47186390662427,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2016-09-30,1.2055727402434,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2016-09-30,1.35538111240345,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2016-09-30,1.39003262279647,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2016-09-30,1.32385856221897,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2016-09-30,1.32886770599202,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2016-09-30,1.47768267229038,"Waimate District","Territorial Local Authority","flow","Monthly",66
2016-09-30,1.26826174652046,"Westland District","Territorial Local Authority","flow","Monthly",57
2016-10-31,1.40489050956851,"Carterton District","Territorial Local Authority","flow","Monthly",49
2016-10-31,1.45871933007519,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2016-10-31,1.24566538377111,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2016-10-31,1.35685983551153,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2016-10-31,1.39056240216253,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2016-10-31,1.32778310065475,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2016-10-31,1.33148472304356,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2016-10-31,1.47009607762408,"Waimate District","Territorial Local Authority","flow","Monthly",66
2016-10-31,1.28817844494299,"Westland District","Territorial Local Authority","flow","Monthly",57
2016-11-30,1.38695213629373,"Carterton District","Territorial Local Authority","flow","Monthly",49
2016-11-30,1.44557475352611,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2016-11-30,1.28575802729881,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2016-11-30,1.35833855861961,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2016-11-30,1.3910921815286,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2016-11-30,1.33170763909053,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2016-11-30,1.33410174009509,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2016-11-30,1.46250948295778,"Waimate District","Territorial Local Authority","flow","Monthly",66
2016-11-30,1.30809514336552,"Westland District","Territorial Local Authority","flow","Monthly",57
2016-12-31,1.36901376301896,"Carterton District","Territorial Local Authority","flow","Monthly",49
2016-12-31,1.43243017697703,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2016-12-31,1.32585067082652,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2016-12-31,1.35981728172768,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2016-12-31,1.39162196089466,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2016-12-31,1.33563217752631,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2016-12-31,1.33671875714663,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2016-12-31,1.45492288829148,"Waimate District","Territorial Local Authority","flow","Monthly",66
2016-12-31,1.32801184178805,"Westland District","Territorial Local Authority","flow","Monthly",57
2017-01-31,1.39389127444342,"Carterton District","Territorial Local Authority","flow","Monthly",49
2017-01-31,1.42326707185826,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2017-01-31,1.32058263000334,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2017-01-31,1.37768459481453,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2017-01-31,1.38666597018821,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2017-01-31,1.3330619517021,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2017-01-31,1.34947015601252,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2017-01-31,1.46923784117651,"Waimate District","Territorial Local Authority","flow","Monthly",66
2017-01-31,1.32987802065737,"Westland District","Territorial Local Authority","flow","Monthly",57
2017-02-28,1.41876878586788,"Carterton District","Territorial Local Authority","flow","Monthly",49
2017-02-28,1.41410396673949,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2017-02-28,1.31531458918016,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2017-02-28,1.39555190790138,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2017-02-28,1.38170997948176,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2017-02-28,1.33049172587789,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2017-02-28,1.36222155487841,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2017-02-28,1.48355279406155,"Waimate District","Territorial Local Authority","flow","Monthly",66
2017-02-28,1.33174419952669,"Westland District","Territorial Local Authority","flow","Monthly",57
2017-03-31,1.44364629729235,"Carterton District","Territorial Local Authority","flow","Monthly",49
2017-03-31,1.40494086162071,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2017-03-31,1.31004654835699,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2017-03-31,1.41341922098823,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2017-03-31,1.37675398877531,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2017-03-31,1.32792150005368,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2017-03-31,1.37497295374431,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2017-03-31,1.49786774694658,"Waimate District","Territorial Local Authority","flow","Monthly",66
2017-03-31,1.33361037839601,"Westland District","Territorial Local Authority","flow","Monthly",57
2017-04-30,1.44903111359443,"Carterton District","Territorial Local Authority","flow","Monthly",49
2017-04-30,1.431458636038,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2017-04-30,1.38680760518697,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2017-04-30,1.44906409270385,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2017-04-30,1.41740866578125,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2017-04-30,1.32418924777528,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2017-04-30,1.42432606705746,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2017-04-30,1.50805588509428,"Waimate District","Territorial Local Authority","flow","Monthly",66
2017-04-30,1.31105461795908,"Westland District","Territorial Local Authority","flow","Monthly",57
2017-05-31,1.45441592989651,"Carterton District","Territorial Local Authority","flow","Monthly",49
2017-05-31,1.45797641045528,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2017-05-31,1.46356866201695,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2017-05-31,1.48470896441946,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2017-05-31,1.45806334278719,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2017-05-31,1.32045699549689,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2017-05-31,1.47367918037061,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2017-05-31,1.51824402324197,"Waimate District","Territorial Local Authority","flow","Monthly",66
2017-05-31,1.28849885752215,"Westland District","Territorial Local Authority","flow","Monthly",57
2017-06-30,1.45980074619859,"Carterton District","Territorial Local Authority","flow","Monthly",49
2017-06-30,1.48449418487256,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2017-06-30,1.54032971884693,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2017-06-30,1.52035383613508,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2017-06-30,1.49871801979313,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2017-06-30,1.31672474321849,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2017-06-30,1.52303229368375,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2017-06-30,1.52843216138967,"Waimate District","Territorial Local Authority","flow","Monthly",66
2017-06-30,1.26594309708523,"Westland District","Territorial Local Authority","flow","Monthly",57
2017-07-31,1.49246182834023,"Carterton District","Territorial Local Authority","flow","Monthly",49
2017-07-31,1.47779211372447,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2017-07-31,1.54117230205986,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2017-07-31,1.53759446858204,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2017-07-31,1.47846394877398,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2017-07-31,1.31736915904044,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2017-07-31,1.49464788266249,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2017-07-31,1.51644430847038,"Waimate District","Territorial Local Authority","flow","Monthly",66
2017-07-31,1.29025661937997,"Westland District","Territorial Local Authority","flow","Monthly",57
2017-08-31,1.52512291048187,"Carterton District","Territorial Local Authority","flow","Monthly",49
2017-08-31,1.47109004257637,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2017-08-31,1.54201488527279,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2017-08-31,1.55483510102899,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2017-08-31,1.45820987775483,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2017-08-31,1.31801357486239,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2017-08-31,1.46626347164124,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2017-08-31,1.50445645555109,"Waimate District","Territorial Local Authority","flow","Monthly",66
2017-08-31,1.31457014167471,"Westland District","Territorial Local Authority","flow","Monthly",57
2017-09-30,1.55778399262351,"Carterton District","Territorial Local Authority","flow","Monthly",49
2017-09-30,1.46438797142827,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2017-09-30,1.54285746848572,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2017-09-30,1.57207573347595,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2017-09-30,1.43795580673568,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2017-09-30,1.31865799068433,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2017-09-30,1.43787906061998,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2017-09-30,1.4924686026318,"Waimate District","Territorial Local Authority","flow","Monthly",66
2017-09-30,1.33888366396945,"Westland District","Territorial Local Authority","flow","Monthly",57
2017-10-31,1.54135795735441,"Carterton District","Territorial Local Authority","flow","Monthly",49
2017-10-31,1.45011670505807,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2017-10-31,1.49297510072359,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2017-10-31,1.53351681259243,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2017-10-31,1.46123978433546,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2017-10-31,1.31668589883619,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2017-10-31,1.44765013021551,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2017-10-31,1.49552205748467,"Waimate District","Territorial Local Authority","flow","Monthly",66
2017-10-31,1.33608840288788,"Westland District","Territorial Local Authority","flow","Monthly",57
2017-11-30,1.5249319220853,"Carterton District","Territorial Local Authority","flow","Monthly",49
2017-11-30,1.43584543868786,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2017-11-30,1.44309273296145,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2017-11-30,1.4949578917089,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2017-11-30,1.48452376193523,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2017-11-30,1.31471380698804,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2017-11-30,1.45742119981104,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2017-11-30,1.49857551233755,"Waimate District","Territorial Local Authority","flow","Monthly",66
2017-11-30,1.33329314180631,"Westland District","Territorial Local Authority","flow","Monthly",57
2017-12-31,1.5085058868162,"Carterton District","Territorial Local Authority","flow","Monthly",49
2017-12-31,1.42157417231766,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2017-12-31,1.39321036519931,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2017-12-31,1.45639897082538,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2017-12-31,1.50780773953501,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2017-12-31,1.31274171513989,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2017-12-31,1.46719226940657,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2017-12-31,1.50162896719042,"Waimate District","Territorial Local Authority","flow","Monthly",66
2017-12-31,1.33049788072474,"Westland District","Territorial Local Authority","flow","Monthly",57
2018-01-31,1.52797991044238,"Carterton District","Territorial Local Authority","flow","Monthly",49
2018-01-31,1.43848350553933,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2018-01-31,1.49866478112411,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2018-01-31,1.45949478390661,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2018-01-31,1.47916835411788,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2018-01-31,1.31591563967924,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2018-01-31,1.47380250871241,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2018-01-31,1.5134604307976,"Waimate District","Territorial Local Authority","flow","Monthly",66
2018-01-31,1.33342213837073,"Westland District","Territorial Local Authority","flow","Monthly",57
2018-02-28,1.54745393406857,"Carterton District","Territorial Local Authority","flow","Monthly",49
2018-02-28,1.45539283876099,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2018-02-28,1.60411919704891,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2018-02-28,1.46259059698785,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2018-02-28,1.45052896870075,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2018-02-28,1.31908956421859,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2018-02-28,1.48041274801825,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2018-02-28,1.52529189440478,"Waimate District","Territorial Local Authority","flow","Monthly",66
2018-02-28,1.33634639601672,"Westland District","Territorial Local Authority","flow","Monthly",57
2018-03-31,1.56692795769475,"Carterton District","Territorial Local Authority","flow","Monthly",49
2018-03-31,1.47230217198265,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2018-03-31,1.7095736129737,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2018-03-31,1.46568641006908,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2018-03-31,1.42188958328361,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2018-03-31,1.32226348875795,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2018-03-31,1.48702298732409,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2018-03-31,1.53712335801195,"Waimate District","Territorial Local Authority","flow","Monthly",66
2018-03-31,1.33927065366271,"Westland District","Territorial Local Authority","flow","Monthly",57
2018-04-30,1.55732433786358,"Carterton District","Territorial Local Authority","flow","Monthly",49
2018-04-30,1.48088857413174,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2018-04-30,1.57512894217513,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2018-04-30,1.69995442653735,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2018-04-30,1.44692748988559,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2018-04-30,1.31303600697733,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2018-04-30,1.48021689389156,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2018-04-30,1.54367051876189,"Waimate District","Territorial Local Authority","flow","Monthly",66
2018-04-30,1.3553275161608,"Westland District","Territorial Local Authority","flow","Monthly",57
2018-05-31,1.54772071803241,"Carterton District","Territorial Local Authority","flow","Monthly",49
2018-05-31,1.48947497628083,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2018-05-31,1.44068427137656,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2018-05-31,1.93422244300563,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2018-05-31,1.47196539648756,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2018-05-31,1.30380852519672,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2018-05-31,1.47341080045902,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2018-05-31,1.55021767951183,"Waimate District","Territorial Local Authority","flow","Monthly",66
2018-05-31,1.37138437865889,"Westland District","Territorial Local Authority","flow","Monthly",57
2018-06-30,1.53811709820124,"Carterton District","Territorial Local Authority","flow","Monthly",49
2018-06-30,1.49806137842991,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2018-06-30,1.30623960057798,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2018-06-30,2.1684904594739,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2018-06-30,1.49700330308953,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2018-06-30,1.2945810434161,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2018-06-30,1.46660470702649,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2018-06-30,1.55676484026178,"Waimate District","Territorial Local Authority","flow","Monthly",66
2018-06-30,1.38744124115699,"Westland District","Territorial Local Authority","flow","Monthly",57
2018-07-31,1.59812130254729,"Carterton District","Territorial Local Authority","flow","Monthly",49
2018-07-31,1.49402657401028,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2018-07-31,1.29431523800183,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2018-07-31,2.00057396872404,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2018-07-31,1.51765093808345,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2018-07-31,1.30591637589422,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2018-07-31,1.49218968027903,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2018-07-31,1.55790306244585,"Waimate District","Territorial Local Authority","flow","Monthly",66
2018-07-31,1.38049072271724,"Westland District","Territorial Local Authority","flow","Monthly",57
2018-08-31,1.65812550689334,"Carterton District","Territorial Local Authority","flow","Monthly",49
2018-08-31,1.48999176959066,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2018-08-31,1.28239087542568,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2018-08-31,1.83265747797418,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2018-08-31,1.53829857307738,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2018-08-31,1.31725170837235,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2018-08-31,1.51777465353156,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2018-08-31,1.55904128462992,"Waimate District","Territorial Local Authority","flow","Monthly",66
2018-08-31,1.3735402042775,"Westland District","Territorial Local Authority","flow","Monthly",57
2018-09-30,1.71812971123938,"Carterton District","Territorial Local Authority","flow","Monthly",49
2018-09-30,1.48595696517103,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2018-09-30,1.27046651284953,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2018-09-30,1.66474098722431,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2018-09-30,1.5589462080713,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2018-09-30,1.32858704085047,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2018-09-30,1.5433596267841,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2018-09-30,1.56017950681399,"Waimate District","Territorial Local Authority","flow","Monthly",66
2018-09-30,1.36658968583776,"Westland District","Territorial Local Authority","flow","Monthly",57
2018-10-31,1.69347506254561,"Carterton District","Territorial Local Authority","flow","Monthly",49
2018-10-31,1.47894107561094,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2018-10-31,1.31945477936253,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2018-10-31,1.65825708857613,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2018-10-31,1.55519348492111,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2018-10-31,1.33108411285182,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2018-10-31,1.55241315877021,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2018-10-31,1.56525682422621,"Waimate District","Territorial Local Authority","flow","Monthly",66
2018-10-31,1.39780200026551,"Westland District","Territorial Local Authority","flow","Monthly",57
2018-11-30,1.66882041385185,"Carterton District","Territorial Local Authority","flow","Monthly",49
2018-11-30,1.47192518605085,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2018-11-30,1.36844304587552,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2018-11-30,1.65177318992794,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2018-11-30,1.55144076177092,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2018-11-30,1.33358118485318,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2018-11-30,1.56146669075633,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2018-11-30,1.57033414163844,"Waimate District","Territorial Local Authority","flow","Monthly",66
2018-11-30,1.42901431469326,"Westland District","Territorial Local Authority","flow","Monthly",57
2018-12-31,1.64416576515808,"Carterton District","Territorial Local Authority","flow","Monthly",49
2018-12-31,1.46490929649076,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2018-12-31,1.41743131238852,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2018-12-31,1.64528929127975,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2018-12-31,1.54768803862072,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2018-12-31,1.33607825685453,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2018-12-31,1.57052022274244,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2018-12-31,1.57541145905066,"Waimate District","Territorial Local Authority","flow","Monthly",66
2018-12-31,1.460226629121,"Westland District","Territorial Local Authority","flow","Monthly",57
2019-01-31,1.64041859841043,"Carterton District","Territorial Local Authority","flow","Monthly",49
2019-01-31,1.47954588933595,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2019-01-31,1.44406118550695,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2019-01-31,1.70139055386318,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2019-01-31,1.55963421074596,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2019-01-31,1.33987625819555,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2019-01-31,1.56229222212243,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2019-01-31,1.59475740868481,"Waimate District","Territorial Local Authority","flow","Monthly",66
2019-01-31,1.4568524031123,"Westland District","Territorial Local Authority","flow","Monthly",57
2019-02-28,1.63667143166279,"Carterton District","Territorial Local Authority","flow","Monthly",49
2019-02-28,1.49418248218115,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2019-02-28,1.47069105862538,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2019-02-28,1.75749181644661,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2019-02-28,1.57158038287119,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
2019-02-28,1.34367425953657,"Selwyn District","Territorial Local Authority","flow","Monthly",62
2019-02-28,1.55406422150243,"South Wairarapa District","Territorial Local Authority","flow","Monthly",50
2019-02-28,1.61410335831895,"Waimate District","Territorial Local Authority","flow","Monthly",66
2019-02-28,1.45347817710359,"Westland District","Territorial Local Authority","flow","Monthly",57
2019-03-31,1.63292426491515,"Carterton District","Territorial Local Authority","flow","Monthly",49
2019-03-31,1.50881907502635,"Hurunui District","Territorial Local Authority","flow","Monthly",58
2019-03-31,1.49732093174382,"Kaikoura District","Territorial Local Authority","flow","Monthly",54
2019-03-31,1.81359307903004,"Mackenzie District","Territorial Local Authority","flow","Monthly",65
2019-03-31,1.58352655499642,"Otorohanga District","Territorial Local Authority","flow","Monthly",18
